part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
NA,ai4yaiyayayaya,22.657549436333394,Beijing,Mother,22,adult,yayayaya,yayayaya
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,hao3 hao3,24.32904166409988,Beijing,Mother,24,adult,hao3 hao3,hao3hao3
NA,xxx xxx zai4 deng3 wo3 ne,23.85469927513912,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,da4 wan2wan2,21.887513090617876,Beijing,Target_Child,21,child,wan2wan2,wan2wan2
NA,ni3men2 jia1 xxx,22.92038850900429,Beijing,Adult,22,adult,xx,xx
NA,dou4dou4,24.920429577609397,Beijing,Target_Child,24,child,dou4dou4,dou4dou4
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,wo3 ye3 zhi3 shi4 xxx xxx xxx xxx,23.000472288958704,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,dou4dou4,24.920429577609397,Beijing,Target_Child,24,child,dou4dou4,dou4dou4
NA,wanr2wan2 rang4 ta1 shui4shui4 qu4 shui4 qu4,27.06626419433664,Beijing,Adult,27,adult,shui4shui4,shui4shui4
NA,xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,da4 wan2wan2,21.887513090617876,Beijing,Target_Child,21,child,wan2wan2,wan2wan2
NA,xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,gi1 gi1 giu1,24.000492823261258,Beijing,Target_Child,24,child,gi1 gi1,gi1gi1
NA,bie2 xxx luan4 lai2,25.00051335756381,Beijing,Mother,25,adult,xx,xx
NA,hi hi hi,22.821823856752705,Beijing,Target_Child,22,child,hi hi,hihi
NA,da4 da4 lun2chuan2,21.887513090617876,Beijing,Mother,21,adult,da4 da4,da4da4
NA,ma1 mai3 dou4dou4 wa,24.920429577609397,Beijing,Mother,24,adult,dou4dou4,dou4dou4
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,ji ji ji ji,24.000492823261258,Beijing,Target_Child,24,child,ji ji,jiji
NA,wo3men lai2 kan4kan4 shei2 hua4 de zui4 xiang4,25.49333661882174,Beijing,Unidentified,25,adult,kan4kan4,kan4kan4
NA,en en,24.000492823261258,Beijing,Target_Child,24,child,en en,enen
NA,qie2zi achao3 xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,rang1rang1 hang1,22.92038850900429,Beijing,Adult,22,adult,rang1rang1,rang1rang1
NA,da3 bu4 da3 tian2tian2 a,21.82180332245015,Beijing,Mother,21,adult,tian2tian2,tian2tian2
NA,lai2 lai2 lai2 qi3lai2,25.65761103924105,Beijing,Father,25,adult,lai2 lai2,lai2lai2
NA,xxx xxx xxx,24.16476724368057,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx hao3 le,22.92038850900429,Beijing,Adult,22,adult,xxx xxx,xxxxxx
NA,xi1xi1 zhen1 ben4,25.00051335756381,Beijing,Mother,25,adult,xi1xi1,xi1xi1
NA,wo3men yi2ge yi2ge lai2 gei3 da4jia1 yi4qi3 kan4kan4,25.49333661882174,Beijing,Unidentified,25,adult,yi2ge yi2ge,yi2geyi2ge
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,23.98611881147457,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xi1xi1 dou1 bu2 hui4 shuo1,25.00051335756381,Beijing,Mother,25,adult,xi1xi1,xi1xi1
NA,ma1ma1 bao4 ni3,24.32904166409988,Beijing,Mother,24,adult,ma1ma1,ma1ma1
NA,xxx xxx xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,22.821823856752705,Beijing,Father,22,adult,xxx xxx,xxxxxx
NA,en na2shang4 hao3chi1de ma,24.16476724368057,Beijing,Investigator,24,adult,n n,nn
NA,xxx xxx xxx xxx xxx xiang4 bu2 xiang4,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,tian2tian2 ni3 kan4 wo3 xie3lai2 le,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,dou4dou4,24.920429577609397,Beijing,Target_Child,24,child,dou4dou4,dou4dou4
NA,xxx lai2,24.920429577609397,Beijing,Target_Child,24,child,xx,xx
NA,kan4kan4 jiu4 zou3,21.82180332245015,Beijing,Father,21,adult,kan4kan4,kan4kan4
NA,na4 ni3 ni3 ni3 zai4 zhe4li3 ba3 nei4ge huo3che1 gei3 wo3 zhao3dao4,24.000492823261258,Beijing,Father,24,adult,ni3 ni3,ni3ni3
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,kan4kan4 jiu4 zou3,21.82180332245015,Beijing,Father,21,adult,kan4kan4,kan4kan4
NA,xxx xxx xxx xxx,24.16476724368057,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,zuo4 ma1ma1 tui3 shang4 ba,24.32904166409988,Beijing,Mother,24,adult,ma1ma1,ma1ma1
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ni3 ni3 gei3 ba4ba4,25.65761103924105,Beijing,Father,25,adult,ni3 ni3,ni3ni3
NA,xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,ha1 hua4 hua4,25.65761103924105,Beijing,Target_Child,25,child,hua4 hua4,hua4hua4
NA,xxx xxx,24.000492823261258,Beijing,Investigator,24,adult,xxx xxx,xxxxxx
NA,gai1 gai1 gai1 gai1 gai1 gai1,23.98611881147457,Beijing,Mother,23,adult,gai1 gai1,gai1gai1
NA,xxx,27.06626419433664,Beijing,Adult,27,adult,xx,xx
NA,guan1 xxx qu4 le,27.06626419433664,Beijing,Mother,27,adult,xx,xx
NA,xxx xxx xxx xxx da4 yan3jing1 xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,wo3 gu4yi4 gei3 ni3 chao3 ge la4jiao1 gen1 nei4ge xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,lao3lao3 bu4 chi1,24.920429577609397,Beijing,Grandmother,24,adult,lao3lao3,lao3lao3
NA,suo3yi3 ta1 xxx xxx nan2 de nei4 fang1shi4 gao4 xxx,25.164787777983122,Beijing,Investigator,25,adult,xxx xxx,xxxxxx
NA,e e,24.000492823261258,Beijing,Mother,24,adult,e e,ee
NA,na4 ni3 gei3 ba4ba shuo1 yi1ge ge1yao2 xing2 ma,25.65761103924105,Beijing,Father,25,adult,ge ge,gege
NA,xxx xxx xxx xxx xxx,24.16476724368057,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,lai2 guo4lai2 wei2wei2,23.98611881147457,Beijing,Father,23,adult,wei2wei2,wei2wei2
NA,xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,21.82180332245015,Beijing,Mother,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.32904166409988,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,le4le4 ni4 kan4 ge1ge xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,le4le4,le4le4
NA,xxx xxx xxx xxx xxx xxx ca1ca1 zhei4 zhuo1zi,23.98611881147457,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,ma1ma bao4bao4,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,yao4 kuai4 kuai4 de da1,24.32904166409988,Beijing,Mother,24,adult,kuai4 kuai4,kuai4kuai4
NA,xxx xxx xxx dou1 dao4 nar4,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,ma1ma bao4bao4,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,xxx xxx xxx xie4xie4 ni3 le,23.85469927513912,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,bao3bao3,24.000492823261258,Beijing,Target_Child,24,child,bao3bao3,bao3bao3
NA,ma1ma bao4bao4,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,ni3 shuo1 yi1ge ge1yao2 ba,25.65761103924105,Beijing,Father,25,adult,ge ge,gege
NA,le4le4,24.000492823261258,Beijing,Mother,24,adult,le4le4,le4le4
NA,en bao1 bao1,24.000492823261258,Beijing,Mother,24,adult,bao1 bao1,bao1bao1
NA,xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,wo3 xxx xxx xxx,27.06626419433664,Beijing,Target_Child,27,child,xxx xxx,xxxxxx
NA,xxx bie2 de mei2 you3,25.164787777983122,Beijing,Mother,25,adult,xx,xx
NA,xxx xxx xxx xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,nei4 qiu2qiu2 ne,23.98611881147457,Beijing,Father,23,adult,qiu2qiu2,qiu2qiu2
NA,bie2 bie2 xxx xxx,23.85469927513912,Beijing,Mother,23,adult,bie2 bie2,bie2bie2
NA,gen1 gen1 zhen1,23.000472288958704,Beijing,Mother,23,adult,gen1 gen1,gen1gen1
NA,xxx xxx a,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx yi1,25.00051335756381,Beijing,Target_Child,25,child,xx,xx
NA,qu4 zhao3 nei4 qiu2qiu2 qu4,23.98611881147457,Beijing,Father,23,adult,qiu2qiu2,qiu2qiu2
NA,en ni3 jue2 de zhei4 ji3fu2 xiang4 ma ni3 kan4kan4,25.49333661882174,Beijing,Unidentified,25,adult,n n,nn
NA,he he,25.164787777983122,Beijing,Target_Child,25,child,he he,hehe
NA,xxx xxx yi4dianr3 li3mao4 ye3 mei2 you3 zhe4 hai2zi,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,ei ei ei ei,25.00051335756381,Beijing,Mother,25,adult,ei ei,eiei
NA,en en,24.000492823261258,Beijing,Target_Child,24,child,en en,enen
NA,ni3 bu2 kan4 le yang2yang2,24.32904166409988,Beijing,Mother,24,adult,yang2yang2,yang2yang2
NA,zher4 neng2 jian3 jian3,24.000492823261258,Beijing,Target_Child,24,child,jian3 jian3,jian3jian3
NA,ni3 xian1 ren4ren4 zhe4 shi4 shen2me dong1xi1,23.000472288958704,Beijing,Mother,23,adult,ren4ren4,ren4ren4
NA,ao4 ao4,27.06626419433664,Beijing,Mother,27,adult,ao4 ao4,ao4ao4
NA,tian2tian2 ni3 nei4tian1 zuo4 di1di1 le ma,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,xxx xxx xxx xxx xxx xxx xxx xxx,25.164787777983122,Beijing,Mother,25,adult,xxx xxx,xxxxxx
NA,bie2 dong4 xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,you3 you3 you1 you1 you3,21.887513090617876,Beijing,Target_Child,21,child,you3 you3,you3you3
NA,ta1 kan4 zhe qi2guai4 xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx,22.821823856752705,Beijing,Target_Child,22,child,xxx xxx,xxxxxx
NA,xiang4 you3 ren2 shuo1 xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,ei2ya4 zhei4 zen3me gen1 xiao3 wei2wei2 de shi4 de,27.06626419433664,Beijing,Mother,27,adult,wei2wei2,wei2wei2
NA,xxx xxx xxx,25.164787777983122,Beijing,Mother,25,adult,xxx xxx,xxxxxx
NA,jiu4 dai4 dei3 ang1 xxx,25.00051335756381,Beijing,Target_Child,25,child,xx,xx
NA,xxx xxx xxx,24.000492823261258,Beijing,Investigator,24,adult,xxx xxx,xxxxxx
NA,a3yi2 xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,pi4gu yang3yang3 le ba,23.98611881147457,Beijing,Father,23,adult,yang3yang3,yang3yang3
NA,en xxx en,24.000492823261258,Beijing,Target_Child,24,child,xx,xx
NA,yao4 wo3 wo3 bu2 pa4 ta1,25.164787777983122,Beijing,Mother,25,adult,wo3 wo3,wo3wo3
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,ei4 ei4ya1,24.920429577609397,Beijing,Mother,24,adult,ei4 ei4,ei4ei4
NA,xing2 bie2 hua4 hua4 xxx,24.000492823261258,Beijing,Father,24,adult,hua4 hua4,hua4hua4
NA,yi yi yi,22.821823856752705,Beijing,Target_Child,22,child,yi yi,yiyi
NA,bao1bao1 fang4,24.32904166409988,Beijing,Target_Child,24,child,bao1bao1,bao1bao1
NA,you4 lei1 buo2buo2 le,21.82180332245015,Beijing,Mother,21,adult,buo2buo2,buo2buo2
NA,xxx gei3 ni3 bi3 ba,23.85469927513912,Beijing,Investigator,23,adult,xx,xx
NA,xxx xxx,24.32904166409988,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,fang4 bao1bao1 a,24.32904166409988,Beijing,Mother,24,adult,bao1bao1,bao1bao1
NA,shei2 rang4 ni3 bu4 bei1 nei4 bao1bao1 de,21.82180332245015,Beijing,Mother,21,adult,bao1bao1,bao1bao1
NA,dai3 dai3,23.000472288958704,Beijing,Target_Child,23,child,dai3 dai3,dai3dai3
NA,xxx xxx,25.00051335756381,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,aiyou yao3yao3,24.000492823261258,Beijing,Mother,24,adult,yao3yao3,yao3yao3
NA,dai4 dai4 jie4 xxx tu4 ha4,25.00051335756381,Beijing,Target_Child,25,child,dai4 dai4,dai4dai4
NA,huai4 le xiu1xiu1,27.06626419433664,Beijing,Father,27,adult,xiu1xiu1,xiu1xiu1
NA,ai san3 hao3hao3 shuo1,23.000472288958704,Beijing,Mother,23,adult,hao3hao3,hao3hao3
NA,no2 lou3 lou3,24.16476724368057,Beijing,Target_Child,24,child,lou3 lou3,lou3lou3
NA,yao3yao3,24.000492823261258,Beijing,Mother,24,adult,yao3yao3,yao3yao3
NA,xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,en en,24.000492823261258,Beijing,Mother,24,adult,en en,enen
NA,ei ei1,27.06626419433664,Beijing,Target_Child,27,child,ei ei,eiei
NA,fan3zheng4 wo3 jue2 de ta1 zhei4ge shi4 ta1 zi4ji3 xxx xxx,25.164787777983122,Beijing,Mother,25,adult,xxx xxx,xxxxxx
NA,yi yi yi yi,21.82180332245015,Beijing,Child,21,adult,yi yi,yiyi
NA,blulul,25.65761103924105,Beijing,Target_Child,25,child,lulu,lulu
NA,dui4 dui4 dui4 ai ai zhen1 guai1,23.85469927513912,Beijing,Mother,23,adult,dui4 dui4,dui4dui4
NA,e ma1ma dai4 yan3dei4 le e,25.00051335756381,Beijing,Target_Child,25,child,e e,ee
NA,bie2 cai3 ba3ba3,21.82180332245015,Beijing,Child,21,adult,ba3ba3,ba3ba3
NA,ta1 shuo1 zhang3 xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx,22.657549436333394,Beijing,Mother,22,adult,xx,xx
NA,wo3 shuo1 mei2 mei2 dir4,22.92038850900429,Beijing,Adult,22,adult,mei2 mei2,mei2mei2
NA,xxx xxx xxx xxx,23.98611881147457,Beijing,Unidentified,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx guan1 menr2 le,24.16476724368057,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,en en en,23.85469927513912,Beijing,Target_Child,23,child,en en,enen
NA,ji1 ji1 ji1 jia1 guo4,24.000492823261258,Beijing,Target_Child,24,child,ji1 ji1,ji1ji1
NA,xiao3 di4di4 zai4 zher4 dun1 zhe na,27.06626419433664,Beijing,Mother,27,adult,di4di4,di4di4
NA,xxx xxx xxx xxx,23.85469927513912,Beijing,Adult,23,adult,xxx xxx,xxxxxx
NA,xi1xi1 dai4 yan3jing4 le ma,25.00051335756381,Beijing,Mother,25,adult,xi1xi1,xi1xi1
NA,wo3 ya1ya1,24.16476724368057,Beijing,Father,24,adult,ya1ya1,ya1ya1
NA,xxx xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,zhei4ge zhai4ge zhei4ge zhai4ge zhai4ge zhai4ge zhai4ge zhai4ge da4,21.82180332245015,Beijing,Target_Child,21,child,zhai4ge zhai4ge,zhai4gezhai4ge
NA,qiu2qiu2,25.65761103924105,Beijing,Target_Child,25,child,qiu2qiu2,qiu2qiu2
NA,ta1men nei4 yi2 da4 kuai4 dir4 le,22.92038850900429,Beijing,Adult,22,adult,n n,nn
NA,zhei4 zhei4 zhei4 xxx xxx hai2 bu4 li3 wo3,27.06626419433664,Beijing,Mother,27,adult,zhei4 zhei4,zhei4zhei4
NA,xxx xxx xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,aa,23.85469927513912,Beijing,Target_Child,23,child,aa,aa
NA,ge4 ge4 di1 wa2 xxx,25.00051335756381,Beijing,Target_Child,25,child,ge4 ge4,ge4ge4
NA,zhai4ge zhai4ge da4,21.82180332245015,Beijing,Target_Child,21,child,zhai4ge zhai4ge,zhai4gezhai4ge
NA,tian2tian2 a ni3 gan4 ma2 qu4 le,22.821823856752705,Beijing,Father,22,adult,tian2tian2,tian2tian2
NA,xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Investigator,24,adult,xxx xxx,xxxxxx
NA,yi4huir3 ba3 tian2tian2 wu2 jiu4 gua1pao3 le,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,xxx xxx xxx xxx xxx,23.000472288958704,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,ei2ya4 ei2ya4 ei2ya4,27.06626419433664,Beijing,Father,27,adult,ei2ya4 ei2ya4,ei2ya4ei2ya4
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Investigator,24,adult,xxx xxx,xxxxxx
NA,f ww ni3 xie4xie4 a1yi2 le ma,23.98611881147457,Beijing,Target_Child,23,child,ww,ww
NA,shang4 nar3 qu4 le tian2tian2 a,22.821823856752705,Beijing,Father,22,adult,tian2tian2,tian2tian2
NA,yang2yang2 ni3 shuo1 zhei4ge shi4 shen2me,24.32904166409988,Beijing,Mother,24,adult,yang2yang2,yang2yang2
NA,ei2you4 ei2you4,27.06626419433664,Beijing,Adult,27,adult,ei2you4 ei2you4,ei2you4ei2you4
NA,xxx xxx xxx xxx shi4 bu2 shi4,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,pe4 pe4 jin4 shi4 tu3 pe4,24.000492823261258,Beijing,Mother,24,adult,pe4 pe4,pe4pe4
NA,ni3 kan4 xxx xxx zen3me kan4 zen3me zou3 le,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xie4xie4 le ma,23.98611881147457,Beijing,Target_Child,23,child,xie4xie4,xie4xie4
NA,ni3 ni3 ni3 xian1 shuo1 ge1yao2 ba,25.65761103924105,Beijing,Father,25,adult,ni3 ni3,ni3ni3
NA,ou xxx xxx xxx xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,aiybmbmbmbmbma,22.657549436333394,Beijing,Mother,22,adult,bmbmbmbm,bmbmbmbm
NA,xxx xxx shi4 shen2me ya,24.16476724368057,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx wo3 bu2 yao4 ni3,23.85469927513912,Beijing,Mother,23,adult,xx,xx
NA,zhei4ge chang2lao3ya1 bing4 bing4 le,24.32904166409988,Beijing,Target_Child,24,child,bing4 bing4,bing4bing4
NA,jiu4 shi4 tian1tian1 zhao3 ma1ma,22.821823856752705,Beijing,Father,22,adult,tian1tian1,tian1tian1
NA,wo3 yao4 le4le4 wo3 bu2 yao4 ni3,23.85469927513912,Beijing,Mother,23,adult,le4le4,le4le4
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx,24.16476724368057,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,bing4bing4 le a,24.32904166409988,Beijing,Mother,24,adult,bing4bing4,bing4bing4
NA,lu3 zhe4 ai ai ai,23.98611881147457,Beijing,Target_Child,23,child,ai ai,aiai
NA,xxx xxx xxx,25.164787777983122,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xi1xi1 chi1 ma,23.000472288958704,Beijing,Mother,23,adult,xi1xi1,xi1xi1
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,wu2wu2,24.000492823261258,Beijing,Target_Child,24,child,wu2wu2,wu2wu2
NA,xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,gei3 di4di4 gei3 di4di4 gei3 di4di4 fu2qi3lai2,27.06626419433664,Beijing,Father,27,adult,di4di4,di4di4
NA,xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xi1xi1 ni3 shuo1 chi1 yu2,23.000472288958704,Beijing,Mother,23,adult,xi1xi1,xi1xi1
NA,ao xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,en wo3 jue2 de xxx xxx xxx hua4 ren2 dou1 bu2cuo4,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx,22.657549436333394,Beijing,Mother,22,adult,xx,xx
NA,shen2me mei2 le,25.00051335756381,Beijing,Mother,25,adult,me me,meme
NA,xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,ni3 zen3me zhi1dao4 ta1 bing4bing4 le a,24.32904166409988,Beijing,Mother,24,adult,bing4bing4,bing4bing4
NA,xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.16476724368057,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx rang4 ni3 zhao3bu2dao4 xxx zuo4 xxx xxx xxx xxx,24.920429577609397,Beijing,Grandmother,24,adult,xx,xx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx,25.164787777983122,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,21.82180332245015,Beijing,Mother,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx zhe4 liang3ge chou2ren2,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ni3 zen3me zhi1dao4 ta1 bing4bing4 le a,24.32904166409988,Beijing,Mother,24,adult,bing4bing4,bing4bing4
NA,xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx zhei4 yi2 da4 bei1 shui3 dao4 le chu1lai2,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ma1ma xxx bao4 wo3,23.98611881147457,Beijing,Target_Child,23,child,xx,xx
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,yong4 zhei4 dou4dou4,24.920429577609397,Beijing,Mother,24,adult,dou4dou4,dou4dou4
NA,ni3 kan4 ta1 ta1ma ye3 zuo4 nar4 le,27.06626419433664,Beijing,Father,27,adult,ta1 ta1,ta1ta1
NA,xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,shi4 gei3 yan2jiu1suo3 diao4cha2 xxx xxx xxx,21.82180332245015,Beijing,Mother,21,adult,xxx xxx,xxxxxx
NA,xxx xxx,25.49333661882174,Beijing,Father,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xiang4 hua1yuanr2,24.16476724368057,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,ou xxx,23.000472288958704,Beijing,Unidentified,23,adult,xx,xx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ei2 ei2 ei2 zhei4ge shi4 jing3che1 ba,25.65761103924105,Beijing,Target_Child,25,child,ei2 ei2,ei2ei2
NA,xxx xxx xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Unidentified,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,bao4bao4 a,21.82180332245015,Beijing,Mother,21,adult,bao4bao4,bao4bao4
NA,xxx xxx,25.49333661882174,Beijing,Investigator,25,adult,xxx xxx,xxxxxx
NA,en2 en2,24.920429577609397,Beijing,Target_Child,24,child,en2 en2,en2en2
NA,zhe4 da4 qi4che1 xxx xxx zou3,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,gei3 a1yi2 nei4 ge nei4ge shui3 xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,bao4bao4,21.82180332245015,Beijing,Investigator,21,adult,bao4bao4,bao4bao4
NA,xi1xi1 qian2bao1 zhuang1 shen2me de,23.000472288958704,Beijing,Mother,23,adult,xi1xi1,xi1xi1
NA,xxx xxx ta1ma1 zen3me zi1dao4,25.164787777983122,Beijing,Mother,25,adult,xxx xxx,xxxxxx
NA,xxx xxx,25.49333661882174,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xxx cao3 xxx,24.16476724368057,Beijing,Investigator,24,adult,xx,xx
