part_of_speech,gloss,target_child_age,corpus_name,speaker_role,age,role,reduplicationmaybespace,reduplication
NA,ni3 da3kai1 shou3 rang4 wo3 kan4kan4,23.000472288958704,Beijing,Mother,23,adult,kan4kan4,kan4kan4
NA,xxx xxx xxx xxx xxx xxx,24.32904166409988,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,23.85469927513912,Beijing,Adult,23,adult,xxx xxx,xxxxxx
NA,wo3 dou1 ca1ca1 le,27.06626419433664,Beijing,Mother,27,adult,ca1ca1,ca1ca1
NA,ma1ma bao4bao4 ni3,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,xxx,22.92038850900429,Beijing,Target_Child,22,child,xx,xx
NA,xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,zhei4ge ge1 ji1 dei4 ge,25.65761103924105,Beijing,Target_Child,25,child,ge ge,gege
NA,xxx,27.06626419433664,Beijing,Mother,27,adult,xx,xx
NA,ma1ma bao4bao4,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,en1 e4 e4,21.887513090617876,Beijing,Target_Child,21,child,e4 e4,e4e4
NA,xxx xxx xxx kuai4 jin4lai2,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,en en rou4rou4,21.82180332245015,Beijing,Mother,21,adult,en en,enen
NA,dei4ge gu1gu1gu1,25.65761103924105,Beijing,Target_Child,25,child,gu1gu1,gu1gu1
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Unidentified,24,adult,xxx xxx,xxxxxx
NA,si1 si1,24.32904166409988,Beijing,Target_Child,24,child,si1 si1,si1si1
NA,xi1xi1 ni3 zher4 gan4ma2 ne,21.887513090617876,Beijing,Mother,21,adult,xi1xi1,xi1xi1
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,zhei4 wan3shang4 mao1 dei3 xxx xxx qi3lai2 le,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,ta1 hai2 yao4 xxx xxx xxx xxx,22.92038850900429,Beijing,Adult,22,adult,xxx xxx,xxxxxx
NA,xxx,24.920429577609397,Beijing,Grandmother,24,adult,xx,xx
NA,xxx xxx xxx xxx,21.82180332245015,Beijing,Father,21,adult,xxx xxx,xxxxxx
NA,en en,22.821823856752705,Beijing,Mother,22,adult,en en,enen
NA,ca1wan2 le wo3 wo3 ye3,27.06626419433664,Beijing,Mother,27,adult,wo3 wo3,wo3wo3
NA,zuo4zuo4 na2,24.32904166409988,Beijing,Mother,24,adult,zuo4zuo4,zuo4zuo4
NA,jiao3 gu1gu1ji4che1 ba,25.00051335756381,Beijing,Target_Child,25,child,gu1gu1,gu1gu1
NA,dei4 ge gu1 ju4 gu1gu1ju4 che1,25.65761103924105,Beijing,Target_Child,25,child,gu1gu1,gu1gu1
NA,xxx xxx xxx,24.32904166409988,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,le4le4 jin4lai2 kuai4,24.000492823261258,Beijing,Mother,24,adult,le4le4,le4le4
NA,aiya ya ya,24.000492823261258,Beijing,Mother,24,adult,ya ya,yaya
NA,ni3 xxx xie2me,24.000492823261258,Beijing,Target_Child,24,child,xx,xx
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,zhei4 zhei4 bu2 shi4 hua1,24.000492823261258,Beijing,Father,24,adult,zhei4 zhei4,zhei4zhei4
NA,ei ei,23.000472288958704,Beijing,Mother,23,adult,ei ei,eiei
NA,xie3 xie3 xie3,24.000492823261258,Beijing,Mother,24,adult,xie3 xie3,xie3xie3
NA,zhe4 zhao3 peng2you3 xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xi1xi1,21.887513090617876,Beijing,Mother,21,adult,xi1xi1,xi1xi1
NA,ai ai,23.98611881147457,Beijing,Mother,23,adult,ai ai,aiai
NA,dui4 dui4 xxx xxx xxx xxx,22.92038850900429,Beijing,Adult,22,adult,dui4 dui4,dui4dui4
NA,xxx xxx,23.85469927513912,Beijing,Child,23,adult,xxx xxx,xxxxxx
NA,xxx,24.000492823261258,Beijing,Investigator,24,adult,xx,xx
NA,xxx xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,21.82180332245015,Beijing,Mother,21,adult,xxx xxx,xxxxxx
NA,en en,24.16476724368057,Beijing,Target_Child,24,child,en en,enen
NA,yang2yang2 zan2men kan4 nei4ge tang2lao3ya1 zhei4ben3 shu1 ma,24.32904166409988,Beijing,Mother,24,adult,yang2yang2,yang2yang2
NA,zhei4 zhei4 shi4 hua1,24.000492823261258,Beijing,Father,24,adult,zhei4 zhei4,zhei4zhei4
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,zhe4 ying1 xxx pao3,23.98611881147457,Beijing,Mother,23,adult,xx,xx
NA,xxx xxx,25.00051335756381,Beijing,Target_Child,25,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,23.85469927513912,Beijing,Child,23,adult,xxx xxx,xxxxxx
NA,tian2tian2 xie3 yi2ge lai2,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,le4le4 kuai4,24.000492823261258,Beijing,Target_Child,24,child,le4le4,le4le4
NA,ren2 lao3 shui4 xxx xxx xxx,22.92038850900429,Beijing,Mother,22,adult,xxx xxx,xxxxxx
NA,en nong4 ban4 le,24.16476724368057,Beijing,Target_Child,24,child,n n,nn
NA,xxx xxx xxx,23.85469927513912,Beijing,Child,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xi1xi1 zhao3 ba,25.00051335756381,Beijing,Mother,25,adult,xi1xi1,xi1xi1
NA,ba4ba4 la1 ba3ba,24.000492823261258,Beijing,Mother,24,adult,ba4ba4,ba4ba4
NA,ao le4le4,23.85469927513912,Beijing,Adult,23,adult,le4le4,le4le4
NA,xxx xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,yi4huir3 ba4ba4 zai4 gei3 ni3 na2 a,25.65761103924105,Beijing,Father,25,adult,ba4ba4,ba4ba4
NA,deng4 deng4,24.000492823261258,Beijing,Target_Child,24,child,deng4 deng4,deng4deng4
NA,en en,24.000492823261258,Beijing,Mother,24,adult,en en,enen
NA,xxx xxx xxx xxx xxx xxx,24.32904166409988,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,ni3 kan4kan4,23.000472288958704,Beijing,Mother,23,adult,kan4kan4,kan4kan4
NA,xi1xi1 ni3 qu4 kan4 ni3 nei4ge mian4bao1che1 qu4 ba,21.887513090617876,Beijing,Mother,21,adult,xi1xi1,xi1xi1
NA,ye4 li3tou lao3shi4 ke3bu4 bu2kun4 le ye4 li3tou gei3 ni3 zhe1 zhe1teng le,22.92038850900429,Beijing,Mother,22,adult,zhe1 zhe1,zhe1zhe1
NA,dao3 dao3 dao3 peng2you3,24.000492823261258,Beijing,Target_Child,24,child,dao3 dao3,dao3dao3
NA,fang4 nei4bianr1 ba a,25.65761103924105,Beijing,Father,25,adult,a a,aa
NA,xxx,24.920429577609397,Beijing,Grandmother,24,adult,xx,xx
NA,xxx xxx wa2wa diao4 le,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx,21.82180332245015,Beijing,Unidentified,21,adult,xxx xxx,xxxxxx
NA,lai2 ba4 dai4 ni3 ca1ca1 shou3,25.65761103924105,Beijing,Father,25,adult,ca1ca1,ca1ca1
NA,da4jia1 xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,23.98611881147457,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,en nar4 ne dui4 le,22.821823856752705,Beijing,Mother,22,adult,n n,nn
NA,ei1you zuo2tian wan3shang4 wo3 shuo1 jiao4 ta1 wanr2 wanr2 hou4 wo3 zai4 chuang2 shang4 tang3 zhe,22.92038850900429,Beijing,Adult,22,adult,wanr2 wanr2,wanr2wanr2
NA,xxx dai1,23.000472288958704,Beijing,Target_Child,23,child,xx,xx
NA,xi1xi1 ni3 shuo1 ge xiao3 xiong2mao1 ba,25.00051335756381,Beijing,Mother,25,adult,xi1xi1,xi1xi1
NA,xxx xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,bie2 bie2 na2 na4ge,24.000492823261258,Beijing,Mother,24,adult,bie2 bie2,bie2bie2
NA,jiu4 fang4 zai4 tong3tong3 li3,24.32904166409988,Beijing,Mother,24,adult,tong3tong3,tong3tong3
NA,man4manr man4manr shang4qu4,27.06626419433664,Beijing,Mother,27,adult,man4manr man4manr,man4manrman4manr
NA,suo3yi3 zui4 hou4 de you1sheng4zhe3 yao4 kan4 shei2 hua4 de xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,kuai4 dianr3 yi4huir3 da4da da3 tian2tian2 de pi4pi4 le,21.82180332245015,Beijing,Mother,21,adult,da da,dada
NA,en nar4 ne,22.821823856752705,Beijing,Target_Child,22,child,n n,nn
NA,dai1 huir3 sao3sao3 ba,24.920429577609397,Beijing,Mother,24,adult,sao3sao3,sao3sao3
NA,xxx xxx xxx xxx jiu4 sheng1qi4 le,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Unidentified,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,ni3 ba3 nei4 bao4bao4 gei3 wo3 ba,24.000492823261258,Beijing,Father,24,adult,bao4bao4,bao4bao4
NA,aiyou xxx xxx xxx xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,you3 you3,21.887513090617876,Beijing,Target_Child,21,child,you3 you3,you3you3
NA,gang1 shou1shou1 de ya,24.000492823261258,Beijing,Mother,24,adult,shou1shou1,shou1shou1
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,wang2xi1 ni3 ni3men zai4 you4er2yuan2 xue2 ge1yao2 le ma,25.65761103924105,Beijing,Father,25,adult,ni3 ni3,ni3ni3
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,ye3 we1we1 yang4 yue2yao4,25.00051335756381,Beijing,Target_Child,25,child,we1we1,we1we1
NA,xxx xxx,23.98611881147457,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,zhao3 a xxx xxx zhao3 a,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx,27.06626419433664,Beijing,Mother,27,adult,xx,xx
NA,kai1 men2 lin2lin2,23.85469927513912,Beijing,Adult,23,adult,lin2lin2,lin2lin2
NA,ei xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,ni3 gei3 ta1 ban3ban3,22.92038850900429,Beijing,Mother,22,adult,ban3ban3,ban3ban3
NA,en ni3 chi1 ba,24.16476724368057,Beijing,Father,24,adult,n n,nn
NA,xxx,22.657549436333394,Beijing,Mother,22,adult,xx,xx
NA,yi4huir3 zha1zha1 le gai1,21.82180332245015,Beijing,Mother,21,adult,zha1zha1,zha1zha1
NA,en1 tang2lao3ya1 tang2lao3ya1 tang2lao3ya1,27.06626419433664,Beijing,Mother,27,adult,tang2lao3ya1 tang2lao3ya1,tang2lao3ya1tang2lao3ya1
NA,xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ni3 gei3 ba4ba4 shuo1 ge4 ge1yao2 hao3 ma,25.65761103924105,Beijing,Father,25,adult,ba4ba4,ba4ba4
NA,en en,23.000472288958704,Beijing,Target_Child,23,child,en en,enen
NA,englm em ma1,21.887513090617876,Beijing,Target_Child,21,child,m m,mm
NA,hua4 ge ya1ya1,24.000492823261258,Beijing,Mother,24,adult,ya1ya1,ya1ya1
NA,ni3 zhao3 xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,en hao3 nei4wei4 xxx xxx yi3jing1 shang4lai2 le,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,21.82180332245015,Beijing,Unidentified,21,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,na2 qu4 na2qu4 xxx xxx na2qu4 xxx xxx xxx,23.98611881147457,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,nao wo3 gei3 ni3 hua4 ge ya1ya1,24.000492823261258,Beijing,Mother,24,adult,ya1ya1,ya1ya1
NA,xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,ebu4wuwuwu,22.92038850900429,Beijing,Target_Child,22,child,wuwu,wuwu
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Child,23,adult,xxx xxx,xxxxxx
NA,xxx,27.06626419433664,Beijing,Adult,27,adult,xx,xx
NA,xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx,24.920429577609397,Beijing,Grandmother,24,adult,xx,xx
NA,xxx xxx xxx xxx,21.82180332245015,Beijing,Target_Child,21,child,xxx xxx,xxxxxx
NA,ei da4 ya1ya1,24.000492823261258,Beijing,Mother,24,adult,ya1ya1,ya1ya1
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,jia1jia1,22.821823856752705,Beijing,Target_Child,22,child,jia1jia1,jia1jia1
NA,a4 da4 ba4ba4 duo4duo4,25.65761103924105,Beijing,Target_Child,25,child,ba4ba4,ba4ba4
NA,he e e,23.98611881147457,Beijing,Target_Child,23,child,e e,ee
NA,ni3 gei3 wo3 kan4kan4 nei3ge,21.887513090617876,Beijing,Mother,21,adult,kan4kan4,kan4kan4
NA,qiao1qiao1 wang3 zui3 li3 fang4 shi4 bu2 shi4,24.000492823261258,Beijing,Father,24,adult,qiao1qiao1,qiao1qiao1
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,a a a,22.821823856752705,Beijing,Target_Child,22,child,a a,aa
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,xxx xxx da4jia1 yi3hou3 yuan4yi4 zuo4 you2xi4 de hua4 xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,en ya1ya1,24.000492823261258,Beijing,Mother,24,adult,ya1ya1,ya1ya1
NA,en1 en2 en2 an,25.65761103924105,Beijing,Target_Child,25,child,en2 en2,en2en2
NA,der4 xiao3 zhu1zhu1,24.000492823261258,Beijing,Target_Child,24,child,zhu1zhu1,zhu1zhu1
NA,xxx xxx xxx xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,hua4 yi2ge xiao3 tian2tian2,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,you you you you,23.98611881147457,Beijing,Target_Child,23,child,you you,youyou
NA,da4da da3lai3 le,21.82180332245015,Beijing,Mother,21,adult,da da,dada
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xiao3 tian2tian2 pao3bu4 ne,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,gei3 yi2kuai4 rou4rou4,24.920429577609397,Beijing,Grandmother,24,adult,rou4rou4,rou4rou4
NA,ta1 ye3 bu2 jiao4huan ni3,22.92038850900429,Beijing,Adult,22,adult,n n,nn
NA,xxx,22.657549436333394,Beijing,Target_Child,22,child,xx,xx
NA,haha zhan1shang4 le ba,25.65761103924105,Beijing,Father,25,adult,haha,haha
NA,en ma1ma mao4,23.98611881147457,Beijing,Target_Child,23,child,ma ma,mama
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Unidentified,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx fang4 yi4zhi1 bi3,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,e en,25.00051335756381,Beijing,Target_Child,25,child,e e,ee
NA,xxx xxx xxx xxx xxx xxx xxx,22.821823856752705,Beijing,Father,22,adult,xxx xxx,xxxxxx
NA,jiao3 jiao3 xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,jiao3 jiao3,jiao3jiao3
NA,wo3 jiu4 zi4ji3 m m de wanr2,22.92038850900429,Beijing,Adult,22,adult,m m,mm
NA,xxx xxx xxx bu4 xing2 a,23.000472288958704,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,kuai4 dianr3 tian2tian2 zi4ji3 chi1 yi2ge,21.82180332245015,Beijing,Mother,21,adult,tian2tian2,tian2tian2
NA,shang4 shang4 xue2 ye3 bu4 bu4 wang3 zhe4shang4 hua4 zhe4shang4 hua4 ao,25.00051335756381,Beijing,Mother,25,adult,shang4 shang4,shang4shang4
NA,kuai4 lai2 kan4kan4lai2,24.000492823261258,Beijing,Mother,24,adult,kan4kan4,kan4kan4
NA,en ni3 wanr2 ba,24.000492823261258,Beijing,Father,24,adult,n n,nn
NA,bu2 xxx ao,23.85469927513912,Beijing,Mother,23,adult,xx,xx
NA,xxx,27.06626419433664,Beijing,Adult,27,adult,xx,xx
NA,ni3 kan4kan4,25.65761103924105,Beijing,Father,25,adult,kan4kan4,kan4kan4
NA,tian2tian2 niu3 pi4gu yi2ge,24.000492823261258,Beijing,Mother,24,adult,tian2tian2,tian2tian2
NA,wu wai wai,23.98611881147457,Beijing,Target_Child,23,child,wai wai,waiwai
NA,jie4 jie4,24.000492823261258,Beijing,Mother,24,adult,jie4 jie4,jie4jie4
NA,xia2ling2 a1yi2 shuo1 wo3 ke3 bu4 xi3huan1 zhei4 hai2zi hai2zi xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,hai2zi hai2zi,hai2zihai2zi
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,che1che1,22.92038850900429,Beijing,Adult,22,adult,che1che1,che1che1
NA,xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,ba1ba1,22.821823856752705,Beijing,Target_Child,22,child,ba1ba1,ba1ba1
NA,zhei4ge xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx,23.98611881147457,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,ni3 xie4xie4 wo3,24.920429577609397,Beijing,Mother,24,adult,xie4xie4,xie4xie4
NA,da4 dong1ji1 ji1 ji1 ji3,24.000492823261258,Beijing,Target_Child,24,child,ji1 ji1,ji1ji1
NA,xxx xxx xxx,21.82180332245015,Beijing,Unidentified,21,adult,xxx xxx,xxxxxx
NA,zai4 san1shi2miao3zhong1 zhi1nei4 hua4 xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,die4die4,24.920429577609397,Beijing,Target_Child,24,child,die4die4,die4die4
NA,xxx xxx na2 ni3 de che1che1,22.92038850900429,Beijing,Adult,22,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,en da4 gong1ji1 ge1 ge1 ge1,24.000492823261258,Beijing,Father,24,adult,ge1 ge1,ge1ge1
NA,xia4 yi2ci4 xxx xxx xxx,23.000472288958704,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,hei hei hei hei,24.000492823261258,Beijing,Target_Child,24,child,hei hei,heihei
NA,xxx xxx xxx xxx xxx,24.32904166409988,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx,23.000472288958704,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,eh eh1,27.06626419433664,Beijing,Target_Child,27,child,eh eh,eheh
NA,kan4kan4 shei2 hua4 de zui4 xiang4,25.49333661882174,Beijing,Unidentified,25,adult,kan4kan4,kan4kan4
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx,24.16476724368057,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,ge1 ge1 ge1,24.000492823261258,Beijing,Target_Child,24,child,ge1 ge1,ge1ge1
NA,hmm2,25.65761103924105,Beijing,Father,25,adult,mm,mm
NA,xxx xxx xxx xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,ni3 xxx xxx xxx xxx shuai1,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,lai2 ba4ba4 gei3 ni3 ca1ca1 shou3,25.65761103924105,Beijing,Father,25,adult,ba4ba4,ba4ba4
NA,ao na4 na4 a,21.82180332245015,Beijing,Mother,21,adult,na4 na4,na4na4
NA,xiao3 dou1dou1 jiu1jiu1 nei3 vai,24.32904166409988,Beijing,Target_Child,24,child,dou1dou1,dou1dou1
NA,xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,xxx xxx,23.000472288958704,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,yi4 hong3 xxx xxx jiu4 shui4 zhao2 le,22.92038850900429,Beijing,Mother,22,adult,xxx xxx,xxxxxx
NA,xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,jiu4 bu4 bu4 zhan1 le lai2,25.65761103924105,Beijing,Father,25,adult,bu4 bu4,bu4bu4
NA,xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx zen3me da3 hu3 a,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,jiu1jiu1,24.920429577609397,Beijing,Target_Child,24,child,jiu1jiu1,jiu1jiu1
NA,wo3 xxx xxx zher4 chi1 ba,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,fang4 nei3ge dou1dou1 li3,24.32904166409988,Beijing,Mother,24,adult,dou1dou1,dou1dou1
NA,xxx xxx xxx xxx xxx xxx,23.000472288958704,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,xxx,22.92038850900429,Beijing,Adult,22,adult,xx,xx
NA,di di di di di,24.000492823261258,Beijing,Target_Child,24,child,di di,didi
NA,gong1gong1qi1 xxx,21.887513090617876,Beijing,Target_Child,21,child,gong1gong1,gong1gong1
NA,chi1 wan2 nai3 xxx xxx nai3 dai1 huir3 shui4 le,22.92038850900429,Beijing,Mother,22,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx xxx xxx xxx,23.000472288958704,Beijing,Father,23,adult,xxx xxx,xxxxxx
NA,di di die du,24.000492823261258,Beijing,Mother,24,adult,di di,didi
NA,qing3 da4jia1 zhua1jin3 shi2jian1 xxx xxx xxx xxx xxx,25.49333661882174,Beijing,Unidentified,25,adult,xxx xxx,xxxxxx
NA,xxx xxx zai4 deng3 wo3,23.85469927513912,Beijing,Investigator,23,adult,xxx xxx,xxxxxx
NA,zhei4ge ba4ba duo1duo1,25.65761103924105,Beijing,Target_Child,25,child,duo1duo1,duo1duo1
NA,dong4 dong4,24.000492823261258,Beijing,Target_Child,24,child,dong4 dong4,dong4dong4
NA,ma1ma bao4bao4,23.98611881147457,Beijing,Target_Child,23,child,bao4bao4,bao4bao4
NA,enm4 ni3 yao4 ba4ba4 nei4ge zuo4 nar4 a4,25.65761103924105,Beijing,Father,25,adult,ba4ba4,ba4ba4
NA,xxx xxx xxx xxx xxx xxx xxx,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx wanr2wanr2,24.920429577609397,Beijing,Target_Child,24,child,xx,xx
NA,xxx xxx xxx xxx,23.98611881147457,Beijing,Target_Child,23,child,xxx xxx,xxxxxx
NA,ao jiu4 fang4 nei4 bei1 bao1bao1 li3 a,24.32904166409988,Beijing,Mother,24,adult,bao1bao1,bao1bao1
NA,zhei4ge yao4 yao4shi4 kun4 le de shi2hou4 fang4 shang4 qu4,22.92038850900429,Beijing,Adult,22,adult,yao4 yao4,yao4yao4
NA,xxx xxx xxx,24.000492823261258,Beijing,Mother,24,adult,xxx xxx,xxxxxx
NA,bing1bing1 zhan4 nar4 bie2 dong4 ao,24.000492823261258,Beijing,Father,24,adult,bing1bing1,bing1bing1
NA,ni3 jiu4 fa1 ba ao,23.98611881147457,Beijing,Mother,23,adult,a a,aa
NA,xiao3 qiu2qiu2 ne,23.98611881147457,Beijing,Father,23,adult,qiu2qiu2,qiu2qiu2
NA,xxx xxx xxx,24.000492823261258,Beijing,Father,24,adult,xxx xxx,xxxxxx
NA,wo3 you3 xxx xxx mi3fan4,23.85469927513912,Beijing,Mother,23,adult,xxx xxx,xxxxxx
NA,xxx xxx xxx,24.000492823261258,Beijing,Target_Child,24,child,xxx xxx,xxxxxx
NA,hua4 wo3 wo3ge1 be,24.000492823261258,Beijing,Target_Child,24,child,wo3 wo3,wo3wo3
NA,ei ei,27.06626419433664,Beijing,Father,27,adult,ei ei,eiei
NA,xiang3 wanr2 dou1 wanr2 xxx,24.920429577609397,Beijing,Grandmother,24,adult,xx,xx
